character_name,server_name,job,ocid
치타,하자,차사,365fa6ea4752e7fad2398251762fa58ef61b2c4d0bd474b0fd4badb9fc6903d2
그대,하자,차사,d9ae21a4479e3ea7375fd6c6da560eac9291fc89c151ccd5fe4de56ec3a37e54
정연,하자,차사,701552bbb305ad3c5b1a0cd5f88fc428241b07e1f22d09411771297425b23629
까칠흔녀,하자,차사,5bfdb0063ee320da0efaa138ff0f8132cbc86c6836bb3f56f95834231989a1d8
흥분함,하자,차사,a25ee972d6dc799d60aca723b7cd55aac134c8a7103a893b7df54137d29973eb
진도준,하자,차사,d1c4676825b4487d58b7b39a2555b2bcbf7c22ddfa78f793e32cf878281782d9
초랑별,하자,살수,a25ee972d6dc799d60aca723b7cd55aabff74351938562ae893705c944beaa3a
쌀쑤,하자,살수,a25ee972d6dc799d60aca723b7cd55aa1f1c47bb85be5ec3cff1a87330aa708f
이계낫,하자,살수,a25ee972d6dc799d60aca723b7cd55aa67f9dee769395f0a90eb008a9d292c66
눈오리,하자,살수,a25ee972d6dc799d60aca723b7cd55aa0176d0ab008171661884a571031825a8
낫살,하자,살수,a25ee972d6dc799d60aca723b7cd55aa67d98642812b4fd69752e3f0a49f154f
옥빛나,하자,살수,a25ee972d6dc799d60aca723b7cd55aaca1acb01c26eceaa1a084a7639474418
살연,하자,살수,a25ee972d6dc799d60aca723b7cd55aaf473baeb405288f8929932c191f20b20
양다연,하자,살수,a25ee972d6dc799d60aca723b7cd55aaf45548ebdfb5adbdb779836af5820649
조교,하자,살수,a25ee972d6dc799d60aca723b7cd55aab93dbd8d8b6645af987a6bdb7d12b09f
서울또로,하자,살수,a25ee972d6dc799d60aca723b7cd55aae92c6d230198099c574d8c3ed555440c
카이엔,호동,전사,7d575176d7031c0196f04e484c30fb273b57fd32b10f6214251c05b905aef05f
반지,호동,전사,7114580465f13a5df0e6f45a857a627cc18d744d2d8e419404fadac1b1532d4b
광휘,호동,전사,2bdf96b88bf3acce5fdaeca39c2fdf136ad7f302027663da265ef3f8f560ab02
더갓,호동,전사,fe2b67647a0bc417aa751347b018cf0b468e3ef4256e5907eb19b13d20847b2e
검귀,호동,전사,c0fb84cd33b078e4a7b1aab222e7c1b248457c64d7fb6d6b26d7b1e493c8dfd6
기백,호동,전사,fe2b67647a0bc417aa751347b018cf0b8909282b05672fbb1cbceac9f149389f
검압,호동,전사,382ad9a535826508362bf7a982f5e5cdcbb3c907f671f81b513c33c9e14b440b
이번,호동,전사,711858d40360a3e16758a0fb53805f7066ee867b91c1807fb37f4cdc8ddec977
괴물,호동,전사,8179ecea786a205195a9ca1f4d7a99d5225de5173308a65f05cfa7f57d3528b5
항일,호동,전사,b966c6736683794d8363a1927d957eed7926a3f1e0879e4ced9eaa4cf9aab68d
재회,호동,도적,f6a43bb87d74cb72f943fa41665cca38c76b9696aebade8f92eadbeda5218289
민지,호동,도적,f0dac4481e49d690a91cc0b841d4cac8135f5e06e83a43b169012ffb6e563771
바보,호동,도적,ddc41e6eb95942105372afe9b0e57f1dde97d3d45f364ab6d9f39e8b07561a77
민수,호동,도적,ef70eb625709f296d263c04bfa2b1049085f7c75619ca1c8b8f612d4276e334b
퓨면,호동,도적,58024d91afadfb7dac73e3e8de258437945d8c4bae3e5606fd0ebb83023c9a0b
월유화,호동,도적,09e5830a68e41d07ace9481515204c17a9095ac89f9c94363a672f18fb20b644
막비,호동,도적,4acef30af1c48efa15ca6043b29a38ec49fec24d1ed9fbf9a78ccb15a1d2d4df
사신,호동,도적,fe2b67647a0bc417aa751347b018cf0bdcfd35801e935e857f51b63db0a8bc7e
리신장인,호동,도적,fd4786803c8d78014adee19d9be5d73c57b3f1f01abf34617eada79cdfa6aa37
반근,호동,도적,83f296c1479fc3978e61cdfbe6680d7852ae58895870d58e62c8e0f0b0185e25
천국의달,호동,주술사,83b466c38fed734e7f628f27539a4ebfc18d744d2d8e419404fadac1b1532d4b
경환,호동,주술사,19a0cb855baff7afd94b73efc441e0039f6204154307839067a415a0e0e77a38
미아,호동,주술사,615e95a4a4c0b7b29c7c6a8961effa8505920d26713513583605a4bd32a2b16d
국밥,호동,주술사,95847edf6ea4ca7bcc874e084f9457775475a5d64f8bde986127c6339cac5779
걍산,호동,주술사,04d6c2dbbdd6cadac8a54a481887393fc18d744d2d8e419404fadac1b1532d4b
낼름,호동,주술사,572de190893c75182556226d0839fb44996b1889808e5ce7dec2bf7a0396209d
윤현우,호동,주술사,efce8b18d08734f45a093797de1315b36a4504a1c68bbc024ae4002fb4b70d1e
탑미르,호동,주술사,63b879669a7acb0da50921c4d50ac8dee63562cd946554730a76e33f367aa7e8
리트머스,호동,주술사,89f59f9eccdc8d12dfdb94efc7ac31afd3d0851ce0e24a5929788e240ea8ad4c
비수,호동,주술사,21d445876563e6aceb61d1db89a02b0b30cd9525bb211ddf780db9e64b122252
악동,호동,도사,cc70af0bb4469fc62ee51a7d3e9fa636db3a458f44e7ba85949eb4746bf75233
케일러,호동,도사,995ad0627bd96f2085046b7da431864cf6a5e1a87d2a2feccca69520975dd670
붉도,호동,도사,d524925e27daa4522feed2556631eda7bf30b7bfaf0cb369c1c65a77149b81b8
뽀얀,호동,도사,d803918cbb7609ab80a11112cf2ae5541db3dacdd901b3bdfd96fceddda43058
다이,호동,도사,dbe3c8794319ee87f8449e87ffa4e5ebfa95aa9463f0f985b2a02fddc8e9948b
리포머,호동,도사,fe2b67647a0bc417aa751347b018cf0b9cc12de57d17b7645c8981bcce98e0d3
스타,호동,도사,c09199bf459a8620608492c2041d9409bba518daffd38cb8ab4b817a0bc73232
금강,호동,도사,e99d2d09788a4a0a3f388dd114b283d2c0903a018cc3bc4b18b538bdfb7b777c
여우,호동,도사,fe2b67647a0bc417aa751347b018cf0baf815ba40a95d2f581a604660064d5fb
채화,호동,도사,b4f0517b679f845ca1e38f411e290146befd54165deedc51a58ff6bb77a5ee18
태풍,호동,궁사,fe2b67647a0bc417aa751347b018cf0b5e5948a9106d920429dd39b214fd0193
대소,호동,궁사,f66f4b76b7c00499a55dfff3e334c9dbc378b51c8a89677fa14e6fde94a782c3
도급,호동,궁사,fe2b67647a0bc417aa751347b018cf0b53839a9a37d7760d0e1f7709f7b9f78d
코데,호동,궁사,fe2b67647a0bc417aa751347b018cf0bed5842728621d88610025bf8935b5799
건총,호동,궁사,9758a0f3f8b6c2ad9cc646b2e2ecf654152a511eca570ca913462d2ea6520124
부산,호동,궁사,3ff25b2650b1737fddd4c76ca68e4988eebb15dae2d6b7c60708c1e83c79662a
여챠,호동,궁사,255be835868cfffa2633eed0ce0e857f25b89eafc72147c8bc69ba0869e8bb13
깜아,호동,궁사,fe2b67647a0bc417aa751347b018cf0b99d450aa51ff99baba119a9bd916c210
로밍,호동,궁사,6f3eeb83fe8e7a119320f654da741667c07e021f0cb2ff15d8c5ce0be09afdd0
궁술,호동,궁사,a9e443e8f06014ce5fa2cac9d313796a85275aea5b2426bb17224395f821108d
긔용,호동,천인,e32c77075f8e17f3c4b32e1b8e626446b06ec6a94b3a2775c82d785f85d1f7fc
소망,호동,천인,9855bec331569a581a652a598b5238667d9b257e7dfd36a8f81adfdd4cf466a4
추노,호동,천인,3e60dc590ea759a6199733a29c10e87eb5e86da3a0586b26ec50503984b1b686
을두지,호동,천인,fe2b67647a0bc417aa751347b018cf0b56230952b93dac3b1289c82f59a38cd4
구마유시,호동,천인,4a8b4c92085ce64f32035bb0bb94f9480acd57e9a4aa998dead705c9008499bc
우쭈쭈시루떡,호동,천인,fe2b67647a0bc417aa751347b018cf0b1e328b4fd7c223f274d48bb5d39bae15
예수,호동,천인,ba7c47c6821383cf348ed3f62ba7423f0773c1ab05023711e65446ce3f7d63bd
천의비상,호동,천인,f47e8942500dc2ec7f6399217a81243613a9787b55dba6b2d8249c803fe4a4df
고위지인,호동,천인,fe2b67647a0bc417aa751347b018cf0b536aad93cc5b79a3bfbe2176782ce0aa
당구광,호동,천인,91fcbfcaa8387f020e860f3e322f0a35aaf53e5693e891423d23084d931d2d97
느좋,호동,마도사,7f40d0886637ce6f5376d1a3a10beed7247ef25c3f7bd6941391fe4a8554f73e
나깅,호동,마도사,9c17b1efa82a4b5fddbf25242e028696435c5765c1cf17437fe76bf2ae9f146c
조드,호동,마도사,255be835868cfffa2633eed0ce0e857fa85e4dd153f74beed0aec254022c4fc7
시시,호동,마도사,fe2b67647a0bc417aa751347b018cf0b06bd6b61853a2648e4d2af825b6d9a41
새봄비,호동,마도사,3cef53f84a71845e00c7d2d3e05aa1da0d13263fbc855faa750f619c93943089
서비,호동,마도사,9c17b1efa82a4b5fddbf25242e02869634958edb6e6dbfa6fd99e7894d16def4
수시,호동,마도사,fe2b67647a0bc417aa751347b018cf0bce13836ccc72e8e02f20a04e5a000b76
나연,호동,마도사,cf6fb352fd1dd83943244f2213fc120a7bc3102d03847eebc6a47015c2feb16d
클리토리스,호동,마도사,fe2b67647a0bc417aa751347b018cf0bc63dc0f0f8ad0fcbaf87bf14136a8dda
개누리,호동,마도사,2bdf62bd17db14f4a55b3bfc0d8a9d20da0ce145dd524f8d85bb56e044d0fa3c
하이용이,호동,영술사,99bc20bccbc557599c371764d17d0ba027c617df14c1dc06dcf9d7364ac25e54
암소,호동,영술사,e2cc049a9cd93f6ba8bfe8d489f5bef65124713110a19d73ac4d65337591b69d
태미,호동,영술사,fe2b67647a0bc417aa751347b018cf0b1477649e2d746e0bd9ce3784028fd73f
아세토코르사,호동,영술사,fe2b67647a0bc417aa751347b018cf0b2da406b7f2bcce70fdfa2e7307c65a90
달빛놀이,호동,영술사,01be8c2aba22a37fa1fc55d3e397f808c732b5de3d5866718bfdef0130098598
영상구,호동,영술사,fe2b67647a0bc417aa751347b018cf0b62850cf4b66676bfe114dadb6d637107
호랑,호동,영술사,d01017e95fbab784a4157cec2c0140db7235c9ece6fdc4edd4d801f543cfef6a
언더워터,호동,영술사,95648289b713b93b0a5c9646ab861dc59a47fd8edd96451044f8289ef139b56a
라료,호동,영술사,d01017e95fbab784a4157cec2c0140dbf472d22138899768806ea2892031ff92
민아원,호동,영술사,fe2b67647a0bc417aa751347b018cf0b92f5e00f79e4643bf8aa9bb2d02b0196
연합,호동,차사,3cef53f84a71845e00c7d2d3e05aa1dab06ec6a94b3a2775c82d785f85d1f7fc
비룡,호동,차사,ae6b1d07f043f19eaa1a004a361dce3a426e24a254e749e905ff809b7abc317c
뚱어,호동,차사,a43f42a3379efec13f5f778f6411e768a08b825a1c9823a87ec8362a0606985b
싸가지없는냔,호동,차사,90b9580318c35c0ef00390af12d36c41e117429012fdd9c391d993383543da8f
검토,호동,차사,fe2b67647a0bc417aa751347b018cf0bb2b279d6c2bc5e3cabc183b38dbda0a9
델타,호동,차사,64d14d069b3b3767a1ed8ee03910ef7212d3df406912581a454aef250cb00124
사천,호동,차사,ddc41e6eb95942105372afe9b0e57f1dbcdc8a6fd85d8a8d7d6f5f1c54f599d5
찡찡,호동,차사,ff790c39b90ff68b908331c7c61dd66b333e45fb93995c41889ea2756f1a3962
파이어에그,호동,차사,1697c9bc366e5324b46ce5a4f8849dbf2874d02fe60db04cef8f682ca01d09e0
지디,호동,차사,3acd76ce4c8fe4505a585e3e045aa21ac73803be4f250591e1a8c33f2cf191f2
에페모,호동,살수,fe2b67647a0bc417aa751347b018cf0b2c7a0c28995f3da94c5b5975fbadf091
투황,호동,살수,fe2b67647a0bc417aa751347b018cf0be0294cb21b440e42000b61f04fe59044
까르보,호동,살수,e57c2880bdfceb545478ce67c4511aeaf8fbc63037746c84b17efc9959769065
살낫,호동,살수,fe2b67647a0bc417aa751347b018cf0b9768c5f13b5dff8f5eef53ece35dc7f8
따람이,호동,살수,fe2b67647a0bc417aa751347b018cf0b2338fd52465a49c0d356123abb8ff944
무심,호동,살수,fe2b67647a0bc417aa751347b018cf0b227ae3ca722cd6d48acc0877f3201f4a
은서빠,호동,살수,fe2b67647a0bc417aa751347b018cf0b1c862c7d3975607be9b5322cbb601df5
우주공,호동,살수,fe2b67647a0bc417aa751347b018cf0b5f4042683b54c2715f7bb48277a61681
살숭,호동,살수,fe2b67647a0bc417aa751347b018cf0b461ba7c6edfc0089e474ab411978a8e2
연옥구겸,호동,살수,fe2b67647a0bc417aa751347b018cf0b938ada80feace250e8cfff10ac381018
늑대,진,전사,05eb2a5a6229ee267e93ab8388364cbf
무기,진,전사,97e3ef842d789a7950ec1f34c9909cdf
김감자,진,전사,33e0f8c57e0f7b0c0ac8f8b7cbceb47c
탕롱돌동,진,전사,1bed48a885df642e7bc9e227b18dc7d2
세인트가드,진,전사,22591e9ef365b89d8202065390b5b2a6
체벌,진,전사,6334741fff5fa0d140a10bd554c30d38
리마수타,진,전사,9d4632e21fe4c8128633201ba9627c82
크루루로룩,진,전사,aaba93aa4f11b7e93dafd4b85068ab7f
지깅,진,전사,97504bb971bc3fee81753326e0f0cb78
크로아상,진,전사,7b77077745474485a8c306a4deb9de87
이별,진,도적,1ce9be6d5698ff9b10458a715d9a0a28
조조,진,도적,256c651dadc5382ad4e125a8bddf9ac4
카토,진,도적,19621aecd16ec8f647ab9f870007577d
총수,진,도적,95f3c8831ec4422b2e630d2b4cb1295a
신디,진,도적,4f2ecfab9e20ef3a5cb5066728d3e587
이매,진,도적,5cc5d2d2d08b13f13265597bfeb2427b
정성,진,도적,3a4a7a19e56dedb3b72f6f99fb754f66
하느미,진,도적,a55e719f3900113d826472112dc8273f
도고적,진,도적,8719f58bb71f9dd182d67979edde0a0f
민첩한대머리,진,도적,645e4ce38b08e71556c4c1b90de26983
시즐,진,주술사,3cc05359fa7e3448ecadce3818261c6a
사신,진,주술사,a4729f3619021bb6351b464b8e9dfe98
헬로방방이,진,주술사,308b97e864b4677696a70685bad18343
김태희,진,주술사,2133685c4cedda3aafa1a372e5637583
패자,진,주술사,1f337763291fc0d048c8b56990ec1ac9
영잼,진,주술사,abbbab2c4cb0e9630ccb153162429982
룽지,진,주술사,e8485875e6767852bf01da9eaae87404
악똥,진,주술사,9b18368a21d64ff838c8251db72bc142
그린비트,진,주술사,a513eec0ded71fc4129255bf8e70ab12
이세계유학파,진,주술사,0aee947aa86e03e9c36dc715b9f6b983
휴지통비우기,진,도사,df52760a0e24be6ff7300ed419c4e8b9
미소,진,도사,c68576f47a60c170cefd65ff0e192d9a
포도,진,도사,db32e0f7377274d3292fc0769605c362
김베리,진,도사,67c101fe32d3ce4376ba26da4b162e3c
파도,진,도사,9f7c5c514246273681e4d0cd3b244558
하나,진,도사,4ebcbea13044c71fe7bbc96311b05c75
우산,진,도사,4a8dc6094d5ed2f577366dd26c70f943
순후추,진,도사,cb0b246e5b54733726355577d296cd88
챔잼,진,도사,aa32c78a20d6f1200a362464ef25a0df
리지아,진,도사,03846f7e5c3aae9b0c9a45a8d0bfd787
질투,진,궁사,e70943738fcd5a552d23d75360fb11c8
황매화,진,궁사,e8f14b9b4f17dcc618bf915020410b04
릴릿궁,진,궁사,847432190cdd77472292d9c5a802e49f
법뚜껑,진,궁사,74298dcc019daa435461ccc4e85ce30b
저격,진,궁사,ed0a02107b8b8d263a3386933480050e
우주,진,궁사,f2753f09bea6dedb79fa2e7d2f00a365
머쉬,진,궁사,854d68f914d6203bfaf7b0f78d7127dd
박꿍사,진,궁사,d850c1dd14e07aa6a8e3f4e12e12b5de
그까이꺼,진,궁사,83df748f04622be310a592dec1c0cd7f
차카니,진,궁사,76c7ff54fc9eec79c7f556ae1e975c90
스탁,진,천인,df92f5f3d187e8d7aea7dc9124d5e17f
황천행,진,천인,9fe1c1a7b1b15230b19be945b2e15fb7
바보야,진,천인,9f42a19178dc8f1d2794b205d5c0b836
천십십사기,진,천인,56f1cc8e7ec7602d25746dbcf8747e58
쏭이,진,천인,634dbcec37d3e3d18c462fd478159521
삽살개,진,천인,db9ba16d053276f6f742b45bcdcf72c5
모나양,진,천인,f1136b77a1347ac7f8fc74a17b87b2e1
마키나,진,천인,d21a5798ad56dac7779f7ebed2da8202
시리피스,진,천인,44589e149c28a22e98e3e4434dd5e726
상무천,진,천인,a118f56d1a930ce89f93f3fb1677111d
블랙,진,마도사,9952d0b3a5ac2c5b9696b15faea79cde
진실,진,마도사,3c94fcbc24f08aa2dbf175ae35d8d9fe
프리,진,마도사,b91af9c6fe61e3ab4813638818909311
김연아존예,진,마도사,fa71f29f8adbf363491dfbf0e71e6f03
메에,진,마도사,3646bdec6f422f36b95bbe168e88e262
네코광폭,진,마도사,2d2913a84c28d89735526f5e778d6e46
마뚜껑,진,마도사,5e9752686e7a204a6c839edb938cbe5b
시리스,진,마도사,5f4713a7c24bff5b21d02b1da42dd6df
아카츠키버프,진,마도사,d8c2be6b2ba8635b3aad747e5137b2e5
버프내놔,진,마도사,02a7d795e30be2a716cd6fd94711ff17
피트,진,영술사,2c44676a8530f375366dfd2c4c7b982c
신주,진,영술사,28692b0ad2b842a17522aac3cffdc9e1
차크라,진,영술사,3ba9921e20fe6846c35fab961bdad0c4
유난,진,영술사,639d613aa0c2a9ed6052839cd59d2889
태구,진,영술사,8a777a0df8fbf4e1544167db4d09166c
의식,진,영술사,535d7c0787f485099945597b93139974
현신,진,영술사,ca3ec6da0f04823eebee837e1547bd8e
사스케,진,영술사,d2b734a1535a8627c02f63b9b91f9ced
귀법,진,영술사,55e2a75a7c6aacd60e2bd854251d200c
일라,진,영술사,2946805632261d0adc8d171c5620cada
죠쓰,진,차사,1d3950898e25288f528ec4817d543cc6
래자,진,차사,25f00aac1c8b380cc92ddaf56b2cd386
당월,진,차사,0ce6706ff052005faaef5774e2ac4408
사신삼,진,차사,e695f16ae5163d977a444fbab31447e5
소수,진,차사,4a1de9a03477b3ee3d6a35914329b38a
깡철,진,차사,618caa21c8068737740dbb59d69962ad
케뽀,진,차사,3820678496bd6fa170acc1e233b98dc2
동계,진,차사,4cde7933f76008da0960db8268f08973
혜카,진,차사,4fd9d670000ddb3bd740d921fa201d63
미아리,진,차사,16c20443664f9968b35557afe2833448
바견아,진,살수,330ccfca97b485c586520813c4f75b65
바나낫,진,살수,58f9e584509ba4a0c58c0c9a6aceff4c
차밍,진,살수,f4f11f7efdee1a3b28778f9a3abf7171
참수,진,살수,22e952387f6673f015254e7e4a0706fa
마피아빈센조,진,살수,1ad77d8888f494dbdc13ed72a2f65c7d
명쾌,진,살수,4ddb4992155bf1f714c82e521118452b
포비츠,진,살수,affadd68e4702940330fc4a12066c984
자체,진,살수,6150114134a3128cddbc2e04376707ec
수고,진,살수,aa954c11cb27fbb4085deea031fd4bde
디귿,진,살수,ce792f03c01cb314c634a3320376b384
